,model,hyperparams,mse,rmse,mae,r2
353,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
388,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
386,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
385,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
383,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
310,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
280,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
237,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
244,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
238,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
239,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
240,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
241,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
242,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
243,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
245,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
279,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
273,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
274,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
275,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
276,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
277,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
278,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
311,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
389,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
129,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
97,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
94,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
132,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
136,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000}",1.0403871303344858,1.0199936913209247,0.768466919334978,-0.12962142379816943
214,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0398080710939295,1.019709797488447,0.7686471106662276,-0.12899269848553474
211,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0389461929767383,1.0192871003680652,0.7676776035086238,-0.12805689684257415
212,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.9898312983830806,0.9949026577424952,0.7497213779482954,-0.07472940408250195
230,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.9865296962354376,0.9932420129230527,0.7408626053039302,-0.07114462260059673
215,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.9793208304747556,0.9896064017955601,0.7447373109319307,-0.06331745041909032
354,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.9622120844626446,0.9809240971974562,0.7415255255740006,-0.044741282504182855
217,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9505722450604226,0.9749729458094838,0.7379834017978537,-0.032103090839804116
233,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.9495069845516818,0.9744264900707912,0.73027641643744,-0.030946462641017414
263,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.9449140724030145,0.9720669073695568,0.7510892070477746,-0.025959615140232373
262,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9449140724030145,0.9720669073695568,0.7510892070477746,-0.025959615140232373
261,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.9449140724030145,0.9720669073695568,0.7510892070477746,-0.025959615140232373
213,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.9282208217611131,0.9634421735429237,0.7356821998777262,-0.007834579748971837
210,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.9256945865654658,0.9621302336822525,0.7344595365783149,-0.0050916686581372606
193,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",0.9242325936540023,0.9613701647409297,0.719453680606206,-0.003504280208129096
192,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.9235944333045816,0.9610382059546757,0.7297235498639426,-0.0028113846680886123
166,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 7}",0.9214995751831971,0.9599476939829571,0.7186261707260255,-0.0005368499831270857
196,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",0.9214537110521822,0.959923804815873,0.7161302689629473,-0.0004870520728417205
357,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.9207819812698999,0.9595738539945218,0.7263875573319387,0.000242292159651325
344,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
199,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
235,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
380,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
343,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
236,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
308,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
307,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
272,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
271,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
379,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9201800668306657,0.9592601663942195,0.7392715419208371,0.0008958329677096755
378,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.9194382238903788,0.9588734139032007,0.7386997866321007,0.0017013039832654009
306,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.9194382238903788,0.9588734139032007,0.7386997866321007,0.0017013039832654009
342,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.9194382238903788,0.9588734139032007,0.7386997866321007,0.0017013039832654009
195,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.9153336916907251,0.9567307310266171,0.7300779340440061,0.006157883051008617
253,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9145991961323277,0.9563467970000881,0.7832189372573126,0.006955376497687182
103,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000}",0.9128182793345432,0.9554152392203837,0.728014312386878,0.008889043024427612
270,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.9068834835351371,0.9523043019618976,0.7427674800413917,0.015332867909805703
142,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 0.5, 'max_depth': 7}",0.9045444923587931,0.9510754398883366,0.7131983006465028,0.017872475009735544
318,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.9020287486838509,0.9497519406054672,0.7157297551546589,0.020603994719217034
325,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9006056858876,0.9490024688522154,0.7902983680833232,0.02214911400720576
289,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9006056858876,0.9490024688522154,0.7902983680833232,0.02214911400720576
361,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.9006056858876,0.9490024688522154,0.7902983680833232,0.02214911400720576
154,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 7}",0.8879180268765874,0.9422940235810622,0.7053041784764449,0.03592499705958252
321,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.8795379679177121,0.9378368557045048,0.7077986228759072,0.045023816005558825
153,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 5}",0.8756683964007892,0.9357715513953121,0.7131880440478581,0.0492252817474792
185,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.8729570780103121,0.9343217208276344,0.706868014551573,0.052169150670229425
184,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",0.8729570780103121,0.9343217208276344,0.706868014551573,0.052169150670229425
183,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.8729570780103121,0.9343217208276344,0.706868014551573,0.052169150670229425
141,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 0.5, 'max_depth': 5}",0.870870764208788,0.9332045671817021,0.7126432536618997,0.05443440818664036
254,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.8696920033046955,0.932572787134975,0.7578333768425826,0.055714271741248544
165,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 5}",0.8585607624863216,0.9265855397567575,0.7045040501804705,0.06780024217981906
188,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.8535175159873281,0.9238601171104466,0.7022683167658221,0.07327604933338006
187,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",0.8535175159873281,0.9238601171104466,0.7022683167658221,0.07327604933338006
186,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.8535175159873281,0.9238601171104466,0.7022683167658221,0.07327604933338006
288,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.8488442519053407,0.9213274401130908,0.7402474627878571,0.078350140575149
200,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.847606124836752,0.9206552692711599,0.7226645298566133,0.07969446214668996
360,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.8471078598452301,0.9203846260369792,0.72979422737074,0.08023546346508459
324,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.8471078598452301,0.9203846260369792,0.72979422737074,0.08023546346508459
218,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.8466906715246078,0.9201579600941393,0.709061672909164,0.08068843414397198
198,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.8444429235242269,0.9189357559286867,0.7181460275806387,0.08312897211536485
152,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 3}",0.8436842955257994,0.9185228878617012,0.7000929767321755,0.08395266784816513
216,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.8422876404450617,0.9177623006231307,0.7125568398547437,0.08546911442353822
290,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.8409800738825436,0.9170496572610142,0.7453903306987841,0.08688883133371139
362,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.8409800738825436,0.9170496572610142,0.7453903306987841,0.08688883133371139
326,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.8409800738825436,0.9170496572610142,0.7453903306987841,0.08688883133371139
189,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.8392536346723176,0.9161078728361184,0.7133859114968863,0.08876334771506023
191,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.8392536346723176,0.9161078728361184,0.7133859114968863,0.08876334771506023
190,SVR,"{'C': 0.01, 'kernel': 'linear', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.8392536346723176,0.9161078728361184,0.7133859114968863,0.08876334771506023
117,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500}",0.8349763363348814,0.9137703958516502,0.6766817723337242,0.09340751112026391
164,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 3}",0.834788891306812,0.9136678232852529,0.6936075244404044,0.09361103336051257
130,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000}",0.8317708631980163,0.9120147275115771,0.6788001648312824,0.0968879185794066
89,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200}",0.8311787035084377,0.9116900260003055,0.6931183237919485,0.09753086797021915
98,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 200}",0.8305302238970292,0.9113343096235482,0.6849962767643792,0.09823496785821728
140,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 0.5, 'max_depth': 3}",0.8275541954001271,0.9097000579312541,0.688311109888076,0.10146625114682717
252,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.8268956867486544,0.9093380486643317,0.7194076005337079,0.10218124026844466
257,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.8259851616969607,0.908837258092427,0.6917780653342285,0.1031698613070069
256,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",0.8259851616969607,0.908837258092427,0.6917780653342285,0.1031698613070069
255,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.8259851616969607,0.908837258092427,0.6917780653342285,0.1031698613070069
260,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.8252283596873936,0.9084208054020965,0.6921129062551022,0.10399157443537443
259,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",0.8252283596873936,0.9084208054020965,0.6921129062551022,0.10399157443537443
258,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.8252283596873936,0.9084208054020965,0.6921129062551022,0.10399157443537443
87,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500}",0.8216961174024641,0.9064745541946911,0.7133460194177047,0.10782677812327413
225,SVR,"{'C': 0.1, 'kernel': 'linear', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.8117524352468478,0.9009730491234729,0.7036181671346918,0.11862333266236424
226,SVR,"{'C': 0.1, 'kernel': 'linear', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",0.8117524352468478,0.9009730491234729,0.7036181671346918,0.11862333266236424
227,SVR,"{'C': 0.1, 'kernel': 'linear', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",0.8117524352468478,0.9009730491234729,0.7036181671346918,0.11862333266236424
123,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500}",0.8097682884889779,0.8998712621753058,0.6832360519658459,0.12077766023937775
126,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500}",0.8064911427021161,0.8980485191247275,0.6732592333325876,0.12433588773163717
93,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500}",0.8064659724152161,0.8980345051361981,0.6697381678412244,0.12436321688104357
124,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000}",0.8063025704905754,0.8979435229960598,0.6947328876493937,0.12454063383419689
139,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 0.1, 'max_depth': 7}",0.8040606277767578,0.8966942777651465,0.684263206241442,0.1269748685979838
104,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200}",0.8039585981351673,0.8966373838599232,0.6780181008579056,0.1270856493503042
110,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 200}",0.7993920094597233,0.8940872493552983,0.6719452506882001,0.13204391560624806
137,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 0.1, 'max_depth': 3}",0.7989111071946488,0.8938182741444979,0.6879684606786415,0.13256606499231993
249,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.79629438778549,0.8923532864205129,0.6771627663229038,0.13540722115281945
114,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500}",0.7959746735127542,0.8921741273500113,0.6640106719538595,0.13575435740762898
121,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000}",0.7958212585753447,0.8920881450705108,0.6804433434347085,0.1359209307868795
109,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000}",0.7944957575632687,0.891344915037534,0.6756438907310497,0.1373601203893362
120,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500}",0.7940587690448255,0.8910997525781418,0.6681318772991486,0.13783458953451722
246,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.7920623217193614,0.8899788321748789,0.6740897829279837,0.14000227270222798
163,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7}",0.7911233134292376,0.8894511304333913,0.6758068406338011,0.1410218199945007
234,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",0.7889884003378856,0.8882501901704754,0.6974470412206184,0.14333984517534182
102,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500}",0.7887229814244319,0.8881007721111562,0.6924383854295935,0.14362802914280615
85,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000}",0.7870424286281279,0.8871541177428688,0.6688802704160905,0.14545272341975135
96,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500}",0.7868407042867954,0.8870404186319784,0.6631260330750491,0.14567174971393237
90,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500}",0.785067884087823,0.8860405657123285,0.6771097591417687,0.14759662519432937
95,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200}",0.7840948517658323,0.8854913053022216,0.6851788535045352,0.1486531147691431
112,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000}",0.7823223248496308,0.8844898670135406,0.6602908188457026,0.15057767181182424
86,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200}",0.7800306449644924,0.8831934357571349,0.6733355659526156,0.1530659097179462
127,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000}",0.7798702022291301,0.8831026000579605,0.6646550370044335,0.15324011367133394
84,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500}",0.7787673831774923,0.8824779788626412,0.6863466345291798,0.15443752181968573
